"Order ID;Customer ID;id sales person;Order Date;id_order prioriry;SKU;Order Quantity;Unit Sell Price;Discount;Shipping Amount;Ship Mode;id_ Product Container;Ship Date"
"24646;C778;2;14/04/2020;0;SKU467;46;15,67;0,09;1,39;13;103;15/04/2020"
"24646;C778;1;14/04/2020;0;SKU800;21;2,88;0;0,7;13;107;16/04/2020"
"52293;C446;2;14/04/2020;3;SKU632;4;6,48;0,08;5,86;13;103;15/04/2020"
"47367;C642;1;15/04/2020;2;SKU375;7;3,8;0,06;1,49;13;103;15/04/2020"
"47367;C642;3;15/04/2020;2;SKU531;6;3,69;0,08;0,5;13;103;16/04/2020"
"45248;C497;3;15/04/2020;2;SKU312;38;3,95;0,05;5,13;13;103;17/04/2020"
"45248;C497;3;15/04/2020;2;SKU1246;32;195,99;0,1;8,99;13;103;17/04/2020"
"41157;C574;1;15/04/2020;2;SKU207;39;107,53;0,09;5,81;13;111;17/04/2020"
"40770;C136;2;15/04/2020;1;SKU302;19;11,33;0,09;6,12;13;111;20/04/2020"
"39527;C565;3;16/04/2020;1;SKU544;29;6,88;0,01;2;13;107;25/04/2020"
"38530;C206;1;16/04/2020;4;SKU363;47;40,98;0,03;2,99;13;103;16/04/2020"
"38530;C206;1;16/04/2020;4;SKU283;13;49,43;0,05;19,99;13;103;16/04/2020"
"39492;C356;2;16/04/2020;0;SKU1021;38;40,48;0,03;19,99;13;103;18/04/2020"
"39492;C356;3;16/04/2020;0;SKU699;40;4,28;0,08;5,68;13;103;18/04/2020"
"29639;C594;2;16/04/2020;4;SKU734;8;2,6;0,04;2,4;13;107;18/04/2020"
"39492;C356;1;16/04/2020;0;SKU1140;31;200,99;0,01;4,2;13;103;19/04/2020"
"13634;C102;2;17/04/2020;3;SKU1000;46;39,98;0,05;7,12;13;103;17/04/2020"
"13634;C102;3;17/04/2020;3;SKU490;27;5,58;0,04;5,3;13;103;18/04/2020"
"35360;C794;2;17/04/2020;4;SKU394;4;8,88;0,04;6,28;13;103;19/04/2020"
"38118;C346;3;17/04/2020;0;SKU979;7;19,98;0,09;4;13;103;19/04/2020"
"23301;C005;3;17/04/2020;3;SKU1008;4;5,98;0,02;3,85;13;113;19/04/2020"
"23301;C005;1;17/04/2020;3;SKU701;3;5,98;0,05;5,2;13;103;19/04/2020"
"41026;C245;2;18/04/2020;2;SKU047;8;89,99;0,1;42;14;105;19/04/2020"
"41026;C245;2;18/04/2020;2;SKU885;19;3,14;0,1;1,92;12;107;18/04/2020"
"21799;C485;2;18/04/2020;0;SKU734;42;2,6;0,05;2,4;12;107;19/04/2020"
"37828;C544;2;19/04/2020;1;SKU1044;23;20,97;0,04;4;13;103;24/04/2020"
"37828;C544;1;19/04/2020;1;SKU525;42;4,91;0,01;0,5;13;103;21/04/2020"
"55362;C167;3;19/04/2020;3;SKU503;24;2,88;0,07;0,99;13;103;21/04/2020"
"10308;C227;3;19/04/2020;3;SKU1141;40;175,99;0,09;8,99;13;103;21/04/2020"
"16802;C582;3;19/04/2020;2;SKU565;44;6,68;0,05;6,93;12;103;20/04/2020"
"16802;C582;2;19/04/2020;2;SKU947;26;95,99;0,01;35;13;101;21/04/2020"
"7812;C424;1;19/04/2020;1;SKU178;17;27,42;0,04;19,46;13;103;26/04/2020"
"7812;C424;2;19/04/2020;1;SKU237;12;320,64;0,09;29,2;14;109;21/04/2020"
"48354;C471;1;19/04/2020;2;SKU660;25;55,48;0,03;14,3;12;103;20/04/2020"
"31271;C171;3;19/04/2020;1;SKU214;4;8,37;0,03;10,16;13;101;26/04/2020"
"40454;C187;3;20/04/2020;0;SKU758;43;30,98;0,1;8,99;13;113;23/04/2020"
"26503;C741;1;20/04/2020;2;SKU482;47;15,57;0,1;1,39;13;103;22/04/2020"
"26503;C741;2;20/04/2020;2;SKU082;12;19,98;0,01;10,49;13;103;21/04/2020"
"52261;C116;1;20/04/2020;0;SKU235;49;212,6;0,02;52,2;14;109;21/04/2020"
"33287;C548;3;21/04/2020;4;SKU1099;44;270,97;0;28,06;14;105;24/04/2020"
"24486;C606;2;21/04/2020;2;SKU1017;3;8,12;0,03;2,83;13;113;22/04/2020"
"24486;C606;1;21/04/2020;2;SKU781;14;1,76;0;0,7;13;107;22/04/2020"
"25863;C303;3;21/04/2020;0;SKU1138;18;20,99;0;4,81;12;111;23/04/2020"
"39268;C513;3;21/04/2020;0;SKU456;44;7,1;0,02;6,05;12;103;23/04/2020"
"39268;C513;1;21/04/2020;0;SKU852;45;3,74;0,1;0,94;13;107;24/04/2020"
"43013;C458;3;21/04/2020;1;SKU935;43;34,76;0,08;8,22;13;103;26/04/2020"
"43013;C458;1;21/04/2020;1;SKU099;50;50,98;0,08;22,24;13;101;25/04/2020"
"6402;C565;3;22/04/2020;1;SKU871;35;10,23;0,01;4,68;13;113;27/04/2020"
"29539;C567;3;22/04/2020;3;SKU489;24;9,78;0,1;1,39;13;103;23/04/2020"
"37826;C031;1;22/04/2020;2;SKU594;45;6,78;0,03;6,18;13;103;24/04/2020"
"38311;C181;1;22/04/2020;2;SKU921;9;140,85;0,1;19,99;12;103;24/04/2020"
"16710;C022;3;23/04/2020;3;SKU1123;47;145,45;0,09;17,85;14;105;25/04/2020"
"43398;C392;1;23/04/2020;0;SKU249;10;159,31;0,07;60;14;105;24/04/2020"
"2947;C606;1;24/04/2020;4;SKU651;8;6,48;0,05;6,81;13;103;26/04/2020"
"52611;C140;1;24/04/2020;2;SKU838;11;2,18;0,09;1,38;13;107;24/04/2020"
"30626;C565;2;24/04/2020;4;SKU809;23;9,93;0,1;1,09;12;107;25/04/2020"
"59271;C485;1;24/04/2020;0;SKU301;40;14,81;0,02;13,32;12;103;25/04/2020"
"59271;C485;3;24/04/2020;0;SKU701;23;5,98;0,02;5,2;13;103;26/04/2020"
"56162;C406;3;24/04/2020;0;SKU071;30;180,98;0,09;30;14;105;26/04/2020"
"25697;C398;1;25/04/2020;1;SKU1011;46;8,46;0,02;3,62;13;113;25/04/2020"
"10054;C332;2;27/04/2020;3;SKU126;2;79,52;0,08;48,2;13;111;29/04/2020"
"10054;C332;3;27/04/2020;3;SKU1215;2;125,99;0,09;5,99;13;103;27/04/2020"
"34694;C256;1;27/04/2020;1;SKU199;11;4,48;0,04;7,24;13;103;27/04/2020"
"25479;C090;2;27/04/2020;4;SKU1201;3;85,99;0,04;1,25;13;113;27/04/2020"
"39008;C572;2;27/04/2020;0;SKU042;28;122,99;0;70,2;14;105;29/04/2020"
"35238;C346;3;27/04/2020;1;SKU1142;27;65,99;0,1;5,63;12;103;27/04/2020"
"26791;C323;1;28/04/2020;1;SKU972;45;11,29;0,08;5,03;13;103;5/05/2020"
"17252;C343;3;28/04/2020;0;SKU640;48;48,91;0,03;5,97;13;103;29/04/2020"
"17252;C343;2;28/04/2020;0;SKU247;49;296,18;0,08;54,12;14;109;30/04/2020"
"16674;C645;2;28/04/2020;1;SKU276;49;42,98;0,09;4,62;13;103;5/05/2020"
"16674;C645;2;28/04/2020;1;SKU054;39;355,98;0,02;58,92;14;105;7/05/2020"
"3750;C003;1;28/04/2020;2;SKU701;12;5,98;0,04;5,2;13;103;30/04/2020"
"42727;C678;3;28/04/2020;0;SKU050;11;500,98;0,01;26;14;105;29/04/2020"
"42727;C678;1;28/04/2020;0;SKU877;21;8,45;0,1;7,77;13;113;29/04/2020"
"2208;C346;2;29/04/2020;0;SKU416;7;11,5;0,07;7,19;13;103;1/05/2020"
"2208;C346;2;29/04/2020;0;SKU1079;41;599,99;0,09;24,49;13;101;30/04/2020"
"38305;C525;3;29/04/2020;4;SKU1147;21;155,99;0,08;8,08;13;103;1/05/2020"
"513;C062;2;29/04/2020;3;SKU043;33;150,89;0;60,2;14;105;29/04/2020"
"18528;C355;2;29/04/2020;4;SKU327;33;10,98;0,07;3,99;13;103;30/04/2020"
"18528;C355;3;29/04/2020;4;SKU673;22;5,78;0,03;7,96;13;103;1/05/2020"
"22850;C025;1;29/04/2020;2;SKU982;4;27,48;0,08;4;13;103;30/04/2020"
"7878;C522;2;30/04/2020;4;SKU016;50;81,94;0,07;55,81;14;109;5/05/2020"
"7878;C522;1;30/04/2020;4;SKU107;41;8,57;0,06;3,44;13;113;2/05/2020"
"7878;C522;3;30/04/2020;1;SKU839;42;5,81;0,03;3,37;13;107;7/05/2020"
"6755;C440;2;30/04/2020;3;SKU456;20;7,1;0,01;6,05;13;103;2/05/2020"
"42979;C520;2;30/04/2020;0;SKU074;29;90,98;0,02;30;14;105;2/05/2020"
"30848;C709;2;30/04/2020;2;SKU231;13;348,21;0,09;40,19;14;109;2/05/2020"
"2311;C291;1;30/04/2020;3;SKU131;31;40,89;0,01;18,98;13;103;1/05/2020"
"56834;C201;1;30/04/2020;3;SKU1110;22;80,97;0;30,06;14;109;2/05/2020"
"56834;C201;2;30/04/2020;3;SKU718;33;6,48;0,09;7,03;13;103;1/05/2020"
"2978;C015;2;1/05/2020;4;SKU1140;28;200,99;0,07;4,2;13;103;2/05/2020"
"10695;C219;3;1/05/2020;3;SKU1260;39;205,99;0,1;2,5;13;103;2/05/2020"
"32929;C473;2;1/05/2020;1;SKU492;8;5,68;0,05;1,39;13;103;5/05/2020"
"32929;C473;3;1/05/2020;1;SKU939;13;12,21;0,09;4,81;13;103;6/05/2020"
"2978;C015;2;1/05/2020;4;SKU1217;34;205,99;0,01;19,99;13;103;2/05/2020"
"2978;C015;1;1/05/2020;4;SKU481;36;162,93;0,09;19,99;13;103;3/05/2020"
"42725;C287;1;1/05/2020;2;SKU942;18;12,28;0,04;6,13;13;103;2/05/2020"
"35584;C387;1;2/05/2020;2;SKU925;15;9,71;0,08;9,45;12;103;2/05/2020"
"44960;C734;3;2/05/2020;1;SKU716;16;6,48;0,04;8,4;13;103;4/05/2020"
"44960;C734;1;2/05/2020;1;SKU875;22;8,57;0,1;6,14;13;113;2/05/2020"
"44960;C734;1;2/05/2020;1;SKU978;17;1,7;0,04;1,99;13;113;6/05/2020"
"44871;C224;1;2/05/2020;4;SKU805;27;3,28;0,02;4,2;13;107;4/05/2020"
"5696;C746;1;2/05/2020;4;SKU387;4;525,98;0,02;19,99;13;103;4/05/2020"
"5696;C746;1;2/05/2020;4;SKU424;40;16,51;0,1;2,99;13;103;4/05/2020"
"5696;C746;2;2/05/2020;4;SKU1008;31;5,98;0,09;3,85;13;113;4/05/2020"
"41539;C144;1;2/05/2020;3;SKU825;24;1,6;0,04;1,29;12;107;4/05/2020"
"41539;C144;3;2/05/2020;3;SKU1256;41;65,99;0,04;8,99;13;103;3/05/2020"
"33925;C137;3;2/05/2020;1;SKU697;47;30,98;0,03;19,99;13;103;6/05/2020"
"39745;C622;2;3/05/2020;0;SKU1108;8;115,99;0,05;56,14;14;105;4/05/2020"
"37314;C537;2;3/05/2020;2;SKU110;21;9,77;0,04;6,02;13;111;4/05/2020"
"21414;C327;1;3/05/2020;4;SKU555;34;3,38;0,05;1,09;13;107;5/05/2020"
"21414;C327;2;3/05/2020;4;SKU894;46;80,98;0,05;35;13;101;5/05/2020"
"21414;C327;1;3/05/2020;4;SKU1173;33;125,99;0,05;5,63;13;103;4/05/2020"
"25955;C353;2;3/05/2020;0;SKU934;10;16,06;0,03;8,34;13;103;5/05/2020"
"21414;C327;3;3/05/2020;4;SKU882;43;2,52;0,09;1,92;12;107;3/05/2020"
"19649;C352;1;3/05/2020;3;SKU300;25;14,42;0,05;6,75;12;111;5/05/2020"
"19649;C352;2;3/05/2020;3;SKU248;36;31,76;0,1;45,51;14;109;4/05/2020"
"49346;C635;1;4/05/2020;0;SKU092;8;12,22;0,1;2,85;13;113;7/05/2020"
"49346;C635;3;4/05/2020;0;SKU691;50;5,28;0,04;5,57;13;103;5/05/2020"
"23617;C162;2;4/05/2020;0;SKU448;6;37,7;0,04;2,99;12;103;6/05/2020"
"42628;C446;1;4/05/2020;0;SKU257;4;349,45;0,01;60;14;105;6/05/2020"
"18503;C681;2;4/05/2020;0;SKU1123;46;145,45;0,03;17,85;14;105;6/05/2020"
"18503;C681;3;4/05/2020;0;SKU1168;13;85,99;0,06;2,79;13;103;6/05/2020"
"1702;C049;1;5/05/2020;3;SKU823;23;2,84;0,06;0,93;13;107;6/05/2020"
"58407;C390;1;5/05/2020;3;SKU660;29;55,48;0,02;14,3;13;103;8/05/2020"
"41857;C484;3;5/05/2020;1;SKU135;45;9,65;0,04;6,22;12;103;10/05/2020"
"14883;C356;2;5/05/2020;1;SKU049;38;25,98;0,07;14,36;14;105;10/05/2020"
"14883;C356;3;5/05/2020;1;SKU1211;47;125,99;0,03;2,5;13;103;14/05/2020"
"34791;C502;3;6/05/2020;2;SKU189;37;7,59;0,03;4;13;107;8/05/2020"
"34791;C502;1;6/05/2020;2;SKU572;9;104,85;0,01;19,99;13;103;6/05/2020"
"24679;C354;1;6/05/2020;0;SKU1018;7;4,77;0,09;2,39;13;113;7/05/2020"
"31876;C111;1;6/05/2020;3;SKU947;8;95,99;0,08;35;13;101;7/05/2020"
"55520;C198;1;6/05/2020;4;SKU1136;43;11,99;0,08;5,99;12;111;7/05/2020"
"43686;C762;1;6/05/2020;2;SKU1043;16;83,1;0,05;6,13;13;103;7/05/2020"
"28035;C236;3;7/05/2020;0;SKU431;19;18,99;0,03;5,23;13;103;9/05/2020"
"55616;C400;3;7/05/2020;3;SKU1005;29;5,98;0;4,38;13;113;8/05/2020"
"55616;C400;1;7/05/2020;3;SKU1190;24;20,99;0,02;1,25;13;113;8/05/2020"
"35841;C505;2;7/05/2020;2;SKU469;23;9,9;0,06;1,39;13;103;8/05/2020"
"35841;C505;1;7/05/2020;2;SKU1224;48;125,99;0,07;8,08;13;103;8/05/2020"
"14242;C227;1;7/05/2020;3;SKU985;35;30,73;0,03;4;13;103;9/05/2020"
"16128;C527;2;7/05/2020;3;SKU177;46;63,94;0,07;14,48;13;103;7/05/2020"
"34434;C066;3;8/05/2020;0;SKU454;16;1,8;0,08;4,79;13;103;9/05/2020"
"34434;C066;1;8/05/2020;0;SKU534;23;4,98;0,04;0,49;13;103;10/05/2020"
"13730;C102;2;8/05/2020;3;SKU226;26;146,34;0,07;43,75;14;109;10/05/2020"
"8288;C487;1;8/05/2020;4;SKU405;22;59,78;0,02;10,29;13;103;9/05/2020"
"30657;C600;2;9/05/2020;3;SKU989;6;43,22;0,06;16,71;12;103;10/05/2020"
"30657;C600;1;9/05/2020;3;SKU1064;8;22,24;0,01;1,99;13;113;11/05/2020"
"12322;C361;1;10/05/2020;4;SKU119;36;92,23;0,03;39,61;12;111;12/05/2020"
"53127;C767;2;10/05/2020;3;SKU448;50;37,7;0,07;2,99;13;103;11/05/2020"
"53127;C767;1;10/05/2020;3;SKU1218;49;65,99;0,05;19,99;13;103;12/05/2020"
"8064;C297;3;11/05/2020;3;SKU056;44;243,98;0,07;62,94;14;105;12/05/2020"
"31973;C631;1;11/05/2020;0;SKU080;15;26,64;0,03;5,3;13;111;12/05/2020"
"31973;C631;1;11/05/2020;0;SKU553;16;7,28;0,07;11,15;13;103;13/05/2020"
"10662;C002;3;11/05/2020;1;SKU651;45;6,48;0,08;6,81;13;103;20/05/2020"
"43397;C190;1;11/05/2020;4;SKU048;35;60,89;0,08;32,41;14;105;12/05/2020"
"48486;C287;3;11/05/2020;3;SKU720;42;6,48;0,07;7,91;13;103;13/05/2020"
"40327;C266;2;12/05/2020;2;SKU475;42;3,69;0,06;2,5;13;103;14/05/2020"
"40327;C266;3;12/05/2020;2;SKU670;36;4,28;0,09;5,74;13;103;14/05/2020"
"34215;C125;2;13/05/2020;3;SKU451;6;5,34;0,02;2,99;13;103;14/05/2020"
"39590;C357;2;13/05/2020;1;SKU578;9;7,64;0;5,83;12;107;20/05/2020"
"965;C355;2;13/05/2020;1;SKU242;42;280,98;0,07;35,67;14;109;20/05/2020"
"9921;C031;1;13/05/2020;1;SKU467;23;15,67;0,05;1,39;13;103;13/05/2020"
"57444;C071;2;13/05/2020;4;SKU412;24;7,68;0,09;6,16;13;103;14/05/2020"
"16450;C225;2;14/05/2020;2;SKU498;12;5,98;0,03;2,5;13;103;14/05/2020"
"26887;C004;2;14/05/2020;4;SKU276;38;42,98;0,08;4,62;12;103;15/05/2020"
"26887;C004;3;14/05/2020;4;SKU382;23;8,04;0,07;8,94;12;103;14/05/2020"
"43267;C294;1;15/05/2020;4;SKU305;17;76,72;0,05;19,95;12;101;17/05/2020"
"48544;C346;2;15/05/2020;3;SKU1187;44;20,99;0,01;0,99;13;107;17/05/2020"
"8995;C087;1;16/05/2020;3;SKU441;5;1,88;0,08;1,49;12;103;17/05/2020"
"8995;C087;2;16/05/2020;3;SKU632;41;6,48;0,1;5,86;12;103;17/05/2020"
"8995;C087;2;16/05/2020;3;SKU182;35;102,3;0,08;21,26;12;101;17/05/2020"
"8995;C087;3;16/05/2020;3;SKU721;42;6,48;0,07;8,19;13;103;17/05/2020"
"8995;C087;1;16/05/2020;3;SKU851;46;1,89;0,01;0,76;13;107;18/05/2020"
"51938;C381;3;16/05/2020;1;SKU1173;5;125,99;0,06;5,63;13;103;20/05/2020"
"14951;C224;1;16/05/2020;2;SKU1027;34;80,98;0,02;7,18;13;103;18/05/2020"
"14951;C224;2;16/05/2020;2;SKU734;26;2,6;0,08;2,4;13;107;16/05/2020"
"1317;C352;2;17/05/2020;3;SKU378;44;11,7;0,06;5,63;13;103;19/05/2020"
"1317;C352;2;17/05/2020;3;SKU643;40;4,98;0,08;7,44;13;103;18/05/2020"
"1317;C352;2;17/05/2020;3;SKU691;29;5,28;0,06;5,57;13;103;19/05/2020"
"964;C710;1;18/05/2020;2;SKU809;4;9,93;0,02;1,09;13;107;20/05/2020"
"964;C710;3;18/05/2020;2;SKU351;50;5,98;0,02;1,49;13;103;20/05/2020"
"512;C670;1;18/05/2020;1;SKU064;6;218,08;0,06;18,06;13;101;18/05/2020"
"512;C670;2;18/05/2020;1;SKU899;48;15,42;0,01;10,68;12;103;20/05/2020"
"31687;C057;2;18/05/2020;3;SKU811;44;2,78;0,07;1,34;13;107;18/05/2020"
"39586;C458;3;18/05/2020;0;SKU440;1;3,52;0,04;6,83;13;103;20/05/2020"
"7585;C200;3;18/05/2020;3;SKU1190;34;20,99;0;1,25;13;113;20/05/2020"
"17312;C556;2;19/05/2020;0;SKU672;37;6,68;0,05;7,3;13;103;20/05/2020"
"17312;C556;2;19/05/2020;0;SKU1211;41;125,99;0;2,5;13;103;20/05/2020"
"50306;C038;2;19/05/2020;2;SKU389;34;63,98;0,09;11,55;13;103;21/05/2020"
"24099;C517;3;19/05/2020;0;SKU1028;6;30,98;0,01;6,5;13;103;20/05/2020"
"24099;C517;1;19/05/2020;0;SKU963;36;20,34;0;35;13;101;20/05/2020"
"27364;C401;2;19/05/2020;2;SKU348;25;2,88;0,04;1,49;13;103;21/05/2020"
"27364;C401;1;19/05/2020;2;SKU1237;29;65,99;0,06;3,99;13;103;21/05/2020"
"56387;C108;3;19/05/2020;2;SKU346;32;3,89;0,1;7,01;12;103;21/05/2020"
"56387;C108;2;19/05/2020;2;SKU706;9;6,48;0,08;10,05;13;103;21/05/2020"
"26976;C742;1;19/05/2020;0;SKU467;44;15,67;0,02;1,39;13;103;20/05/2020"
"26976;C742;2;19/05/2020;0;SKU116;28;51,65;0,07;18,45;13;111;21/05/2020"
"26976;C742;2;19/05/2020;0;SKU1154;11;125,99;0,04;8,99;12;103;20/05/2020"
"52900;C332;2;19/05/2020;3;SKU693;16;5,98;0;5,46;13;103;21/05/2020"
"21542;C283;2;20/05/2020;3;SKU752;18;21,38;0,04;8,99;13;113;21/05/2020"
"21542;C283;2;20/05/2020;3;SKU231;43;348,21;0,05;84,84;14;109;21/05/2020"
"25280;C710;1;20/05/2020;0;SKU780;47;4,13;0,03;1,17;13;107;21/05/2020"
"38403;C537;1;20/05/2020;1;SKU503;49;2,88;0,01;0,99;13;103;24/05/2020"
"25280;C710;3;20/05/2020;0;SKU415;16;10,91;0,01;2,99;13;103;22/05/2020"
"21477;C366;3;20/05/2020;1;SKU425;7;24,95;0,01;2,99;13;103;20/05/2020"
"21477;C366;1;20/05/2020;1;SKU544;40;6,88;0,06;2;13;107;22/05/2020"
"6566;C435;3;20/05/2020;4;SKU1016;21;33,98;0,01;1,99;13;113;20/05/2020"
"4422;C686;3;20/05/2020;2;SKU159;12;25,38;0,02;8,99;13;113;20/05/2020"
"4422;C686;2;20/05/2020;2;SKU752;17;21,38;0,02;8,99;13;113;20/05/2020"
"42918;C479;3;21/05/2020;3;SKU395;46;14,27;0,07;7,27;13;103;23/05/2020"
"42918;C479;1;21/05/2020;3;SKU1133;46;9,49;0,1;5,76;13;111;23/05/2020"
"46117;C489;3;21/05/2020;1;SKU038;22;50,98;0,02;14,19;14;105;25/05/2020"
"41891;C735;2;21/05/2020;3;SKU131;22;40,89;0,08;18,98;13;103;22/05/2020"
"37152;C747;1;21/05/2020;2;SKU055;39;113,98;0,02;30;14;105;23/05/2020"
"37152;C747;2;21/05/2020;2;SKU1161;45;65,99;0,04;8,8;13;103;23/05/2020"
"42918;C479;1;21/05/2020;3;SKU416;38;11,5;0,02;7,19;12;103;23/05/2020"
"47553;C191;1;21/05/2020;2;SKU239;49;550,98;0,08;45,7;14;109;22/05/2020"
"48161;C791;2;22/05/2020;0;SKU309;16;7,77;0,01;9,23;13;103;24/05/2020"
"48161;C791;2;22/05/2020;0;SKU1176;39;195,99;0,09;8,99;13;103;23/05/2020"
"57185;C509;2;22/05/2020;2;SKU155;28;49,34;0,06;10,25;13;101;24/05/2020"
"40964;C572;3;22/05/2020;4;SKU866;40;6,84;0;8,37;13;113;25/05/2020"
"39937;C626;2;22/05/2020;2;SKU340;42;2,78;0,07;1,49;13;103;22/05/2020"
"20259;C046;2;23/05/2020;4;SKU884;42;12,88;0,05;4,59;13;107;24/05/2020"
"225;C422;3;23/05/2020;4;SKU783;24;5,58;0,06;0,7;13;107;24/05/2020"
"225;C422;2;23/05/2020;4;SKU814;1;19,84;0,05;4,1;13;107;25/05/2020"
"42214;C625;2;23/05/2020;1;SKU092;46;12,22;0,03;2,85;13;113;30/05/2020"
"42214;C625;1;23/05/2020;1;SKU726;28;6,48;0,02;5,84;13;103;30/05/2020"
"33665;C469;1;24/05/2020;1;SKU035;45;284,98;0,08;69,55;14;105;29/05/2020"
"49924;C253;2;24/05/2020;4;SKU443;48;4,24;0,07;5,41;13;103;26/05/2020"
"49924;C253;2;24/05/2020;4;SKU139;13;2,23;0,08;4,57;13;113;26/05/2020"
"45958;C198;3;24/05/2020;2;SKU1075;28;599,99;0,03;24,49;13;101;25/05/2020"
"45958;C198;2;24/05/2020;2;SKU607;16;6,69;0,02;3,1;13;107;26/05/2020"
"57350;C772;3;24/05/2020;3;SKU699;33;4,28;0,09;5,68;13;103;25/05/2020"
"57350;C772;2;24/05/2020;3;SKU1236;50;125,99;0,09;8,8;13;103;25/05/2020"
"14471;C622;1;25/05/2020;0;SKU085;44;18,65;0,03;3,77;13;113;25/05/2020"
"14471;C622;3;25/05/2020;0;SKU722;42;6,48;0,05;7,49;13;103;27/05/2020"
"31751;C759;1;25/05/2020;3;SKU395;31;14,27;0,1;7,27;12;103;27/05/2020"
"45893;C594;1;25/05/2020;3;SKU355;15;4,49;0,05;1,49;13;103;26/05/2020"
"10535;C242;1;26/05/2020;1;SKU179;25;33,98;0,09;19,99;13;103;28/05/2020"
"10535;C242;1;26/05/2020;1;SKU790;46;1,76;0,09;0,7;13;107;2/06/2020"
"56515;C679;1;26/05/2020;2;SKU526;18;6,3;0,08;0,5;12;103;27/05/2020"
"56515;C679;2;26/05/2020;2;SKU014;17;58,14;0,1;36,61;14;109;28/05/2020"
"24804;C653;2;26/05/2020;0;SKU925;20;9,71;0;9,45;13;103;28/05/2020"
"41794;C453;1;26/05/2020;4;SKU776;48;17,99;0,06;8,65;13;103;27/05/2020"
"41794;C453;1;26/05/2020;4;SKU794;21;2,78;0,04;0,97;13;107;28/05/2020"
"41794;C453;1;26/05/2020;4;SKU1138;49;20,99;0,06;4,81;13;111;28/05/2020"
"4132;C001;1;27/05/2020;0;SKU512;5;2,88;0,01;0,5;13;103;29/05/2020"
"14948;C695;2;27/05/2020;2;SKU008;6;100,98;0;35,84;14;109;28/05/2020"
"28898;C497;3;27/05/2020;1;SKU673;44;5,78;0,1;7,96;13;103;27/05/2020"
"12355;C445;3;27/05/2020;0;SKU312;45;3,95;0,08;5,13;13;103;29/05/2020"
"8993;C721;3;27/05/2020;2;SKU531;41;3,69;0,02;0,5;12;103;29/05/2020"
"12355;C445;1;27/05/2020;0;SKU687;36;5,78;0,03;5,67;13;103;28/05/2020"
"12355;C445;1;27/05/2020;0;SKU938;14;14,97;0;7,51;13;103;28/05/2020"
"995;C569;1;29/05/2020;2;SKU211;46;39,89;0,03;3,04;13;107;30/05/2020"
"36135;C087;2;29/05/2020;0;SKU1202;33;35,99;0,02;3,3;13;113;30/05/2020"
"44007;C563;1;29/05/2020;2;SKU784;50;5,98;0,07;0,96;13;107;29/05/2020"
"50533;C004;3;30/05/2020;0;SKU953;32;64,65;0,06;35;12;101;1/06/2020"
"50533;C004;3;30/05/2020;0;SKU216;3;15,23;0;27,75;14;109;31/05/2020"
"13953;C362;2;30/05/2020;4;SKU612;32;11,34;0,04;5,01;13;103;1/06/2020"
"23557;C436;2;30/05/2020;0;SKU086;7;136,98;0,02;24,49;13;101;31/05/2020"
"59971;C100;3;30/05/2020;4;SKU1006;26;15,98;0,01;8,99;12;113;1/06/2020"
"59971;C100;2;30/05/2020;4;SKU614;45;12,28;0,08;6,47;13;103;1/06/2020"
"59971;C100;2;30/05/2020;4;SKU629;12;30,98;0,1;5,09;12;103;1/06/2020"
"38438;C261;1;30/05/2020;4;SKU1046;16;39,98;0,08;4;13;103;1/06/2020"
"38438;C261;2;30/05/2020;4;SKU644;17;6,68;0,05;5,66;13;103;31/05/2020"
"49349;C584;1;31/05/2020;3;SKU612;11;11,34;0,07;5,01;13;103;31/05/2020"
"49349;C584;1;31/05/2020;3;SKU303;23;68,81;0,01;60;14;105;2/06/2020"
"51650;C620;3;31/05/2020;3;SKU656;25;19,98;0,08;5,97;13;103;2/06/2020"
"51650;C620;1;31/05/2020;3;SKU1099;43;270,97;0,08;28,06;14;105;2/06/2020"
"51650;C620;1;31/05/2020;3;SKU802;19;2,94;0,1;0,96;13;107;2/06/2020"
"57059;C473;1;31/05/2020;2;SKU422;50;3,98;0,01;5,26;13;103;2/06/2020"
"57059;C473;2;31/05/2020;2;SKU535;25;98,31;0,03;0,49;13;103;2/06/2020"
"39457;C408;3;1/06/2020;4;SKU042;40;122,99;0,03;70,2;14;105;1/06/2020"
"8996;C738;2;1/06/2020;1;SKU1232;13;65,99;0,02;8,99;13;103;5/06/2020"
"57063;C512;1;1/06/2020;2;SKU722;26;6,48;0,06;7,49;13;103;1/06/2020"
"57063;C512;2;1/06/2020;2;SKU858;22;1,88;0,07;0,79;13;107;3/06/2020"
"50117;C027;2;2/06/2020;4;SKU519;17;2,89;0,09;0,5;13;103;4/06/2020"
"326;C540;2;2/06/2020;3;SKU376;34;5,99;0,03;4,92;13;103;3/06/2020"
"326;C540;3;2/06/2020;3;SKU839;17;5,81;0,05;3,37;13;107;3/06/2020"
"8006;C722;3;2/06/2020;2;SKU686;27;6,68;0;5,2;12;103;4/06/2020"
"44579;C174;1;2/06/2020;0;SKU064;19;218,08;0,1;18,06;13;101;3/06/2020"
"37505;C121;3;2/06/2020;1;SKU474;1;16,98;0,03;12,39;13;103;4/06/2020"
"37505;C121;3;2/06/2020;1;SKU298;9;225,04;0,03;11,79;12;111;4/06/2020"
"37505;C121;3;2/06/2020;1;SKU1133;42;9,49;0,05;5,76;13;111;7/06/2020"
